id,first_name,last_name,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier,pos_ecr,sd_ecr,risk
0504,New England,Patriots,NEP,DST,NA,49,DST,average,9.463333333333333,1,1.8933333333333326,1.9658840250635332,8.290999999999999,11.359999999999998,1,NA,NA,9.40542040161349
0521,Chicago,Bears,CHI,DST,NA,49,DST,average,7.676666666666667,2,0.4333333333333327,0.9943004240838551,6.825,8.598,2,NA,NA,6.0106766416768185
0529,New Orleans,Saints,NOS,DST,NA,49,DST,average,7.463333333333334,3,0.48166666666666735,0.40869711686447396,7.121,7.85,3,NA,NA,3.9645602076646167
0506,Cincinnati,Bengals,CIN,DST,NA,49,DST,average,7.023333333333333,4,0.1200000000000001,0.9250045044935367,6.127,7.747,4,NA,NA,5.768554512010256
0527,Carolina,Panthers,CAR,DST,NA,49,DST,average,6.9399999999999995,5,0.07333333333333236,0.4051337227796934,6.478,7.18,5,NA,NA,3.9521095962902515
0524,Minnesota,Vikings,MIN,DST,NA,49,DST,average,6.866666666666667,6,0.120000000000001,1.80092568789868,5.09,8.06,5,NA,NA,8.829050766334284
0508,Tennessee,Titans,TEN,DST,NA,49,DST,average,6.866666666666666,7,0.25333333333333297,0.6653069467045513,6.3950000000000005,7.492999999999999,5,NA,NA,4.861163050394395
0512,Kansas City,Chiefs,KCC,DST,NA,49,DST,average,6.626666666666667,8,0.040000000000000036,0.06429100507328651,6.582000000000001,6.6899999999999995,6,NA,NA,2.7611943854046745
0519,Arizona,Cardinals,ARI,DST,NA,49,DST,average,6.6000000000000005,9,0.0766666666666671,0.6999999999999998,6.120000000000001,7.29,6,NA,NA,4.982381673340603
0528,Los Angeles,Rams,LAR,DST,NA,49,DST,average,6.573333333333333,10,0.16999999999999904,0.427551166528639,6.142,6.880000000000001,6,NA,NA,4.030436852126733
0530,San Francisco,49ers,SFO,DST,NA,49,DST,average,6.473333333333334,11,0.14500000000000046,0.5832095106677649,6.082,7,9,NA,NA,4.574312018314748
0501,Buffalo,Bills,BUF,DST,NA,49,DST,average,6.333333333333334,12,0.02166666666666739,1.1269427669584646,5.19,6.989999999999999,10,NA,NA,6.474133173181594
0525,Tampa Bay,Buccaneers,TBB,DST,NA,49,DST,average,6.323333333333333,13,0.04333333333333389,0.45236416008933944,5.937,6.747000000000001,8,NA,NA,4.1171342345965485
